bigram_Words,count
adopted real time,2
time payment decade,2
payment decade ago,2
decade ago key,2
ago key findingscontext,2
regulator incumbent increasingly,2
incumbent increasingly divergent,2
increasingly divergent regional,2
divergent regional financial,2
regional financial system,2
financial system local,2
system local player,2
local player gain,2
player gain market,2
market share international,2
share international growth,2
international growth difficult,2
growth difficult global,2
difficult global firm,2
global firm distinct,2
firm distinct strategy,2
distinct strategy cultivate,2
strategy cultivate regional,2
cultivate regional competitive,2
regional competitive advantage,2
competitive advantage integrate,2
advantage integrate local,2
integrate local ecosystem,2
local ecosystem incumbent,2
ecosystem incumbent attractive,2
incumbent attractive partner,2
attractive partner fintechs,2
partner fintechs seeking,2
fintechs seeking enter,2
seeking enter market,2
enter market opportunity,2
market opportunity rapidly,2
opportunity rapidly scale,2
rapidly scale fintechs,2
scale fintechs face,2
fintechs face serious,2
face serious obstacle,2
serious obstacle establishing,2
obstacle establishing multiple,2
establishing multiple jurisdiction,2
multiple jurisdiction technology,2
jurisdiction technology theoretically,2
technology theoretically lower,2
theoretically lower barrier,2
barrier entry implication,2
entry implication incumbent,2
financial regionalization breeding,2
regionalization breeding ground,2
breeding ground fintech,2
ground fintech innovation,2
fintech innovation multipolar,2
innovation multipolar firm,2
multipolar firm offering,2
firm offering specialized,2
offering specialized locale,2
specialized locale strengthen,2
locale strengthen regional,2
strengthen regional fintech,2
regional fintech hub,2
fintech hub idea,2
hub idea tested,2
idea tested geography,2
tested geography introduced,2
geography introduced area,2
introduced area condition,2
area condition change,2
condition change regionalization,2
change regionalization emerging,2
regionalization emerging capability,2
emerging capability force,2
capability force creation,2
force creation solution,2
creation solution problem,2
solution problem implication,2
problem implication financial,2
institution regulator face,2
regulator face opposed,2
face opposed pressure,2
opposed pressure large,2
pressure large incumbent,2
large incumbent push,2
incumbent push global,2
push global convergence,2
global convergence local,2
convergence local firm,2
local firm press,2
firm press localized,2
press localized regulation,2
localized regulation implication,2
regulation implication regulator,2
implication regulator key,2
regulator key findingscontext,2
key uncertainty addition,2
uncertainty addition key,2
addition key finding,2
key finding open,2
finding open question,2
open question shape,2
question shape industry,2
shape industry development,2
industry development path,2
development path forward,2
path forward uncertain,2
forward uncertain key,2
uncertain key finding,2
key finding cross,2
finding cross cutting,2
cross cutting uncertainty,2
cutting uncertainty question,2
uncertainty question influence,2
question influence future,2
influence future financial,2
service sector subject,2
sector subject discussion,2
subject discussion current,2
discussion current discussion,2
current discussion hold,2
discussion hold question,2
hold question answer,2
question answer firm,2
answer firm extract,2
firm extract revenue,2
extract revenue data,2
revenue data cost,2
data cost monetization,2
cost monetization data,2
monetization data flow,2
data flow technology,2
flow technology governance,2
technology governance gaprole,2
governance gaprole identity,2
gaprole identity cooperation,2
identity cooperation problemssystemic,2
cooperation problemssystemic transparency,2
problemssystemic transparency rise,2
transparency rise digital,2
rise digital identity,2
digital identity impact,2
identity impact financial,2
impact financial service,2
service financial service,2
service firm mitigate,2
firm mitigate risk,2
mitigate risk technology,2
risk technology race,2
technology race ahead,2
race ahead management,2
ahead management ability,2
management ability understand,2
ability understand consequence,2
understand consequence transparency,2
consequence transparency built,2
transparency built system,2
built system impact,2
system impact design,2
impact design participant,2
design participant role,2
participant role profit,2
role profit model,2
profit model financial,2
service firm technology,2
firm technology solve,2
technology solve long,2
solve long running,2
long running partnership,2
running partnership collaboration,2
partnership collaboration issue,2
collaboration issue lie,2
issue lie heart,2
lie heart industry,2
heart industry uncertainty,2
industry uncertainty key,2
uncertainty key findingscontext,2
key uncertainty reference,2
uncertainty reference key,2
reference key finding,2
key finding reference,2
finding reference artificial,2
reference artificial intelligence,2
redefine management harvard,2
management harvard business,2
harvard business review,2
business review hbr,2
review hbr retrieved,2
hbr retrieved http,2
retrieved http hbr,2
http hbr org,2
hbr org artificial,2
org artificial intelligence,2
redefine management ready,2
management ready robot,2
robot colleague mit,2
colleague mit sloan,2
management review retrieved,2
review retrieved http,2
retrieved http sloanreview,2
http sloanreview mit,2
sloanreview mit article,2
mit article ready,2
article ready robot,2
robot colleague jpmorgan,2
colleague jpmorgan chase,2
jpmorgan chase push,2
chase push mine,2
push mine customer,2
mine customer data,2
data financial time,2
http content eaf,2
content eaf caa,2
eaf caa cdo,2
caa cdo interview,2
customer trust cmo,2
trust cmo idg,2
cmo idg retrieved,2
idg retrieved http,2
retrieved http cmo,2
http cmo article,2
cmo article cdo,2
article cdo interview,2
customer trust key,2
trust key findingscontext,2
key uncertainty sector,2
deep dive economic,2
dive economic forum,2
economic forum sector,2
forum sector deep,2
deep dive reading,2
dive reading guide,2
reading guide reading,2
guide reading guide,2
reading guide sector,2
guide sector deep,2
deep dive introduction,2
dive introduction high,2
introduction high level,2
high level overview,2
level overview key,2
key innovation sector,2
innovation sector emerged,2
sector emerged year,2
emerged year finding,2
year finding overview,2
finding overview key,2
overview key finding,2
key finding shaping,2
finding shaping sector,2
shaping sector underlying,2
sector underlying driver,2
underlying driver finding,2
driver finding supporting,2
finding supporting evidence,2
evidence finding well,2
finding well illustrative,2
well illustrative case,2
illustrative case study,2
case study uncertainty,2
study uncertainty overview,2
uncertainty overview key,2
overview key uncertainty,2
key uncertainty resolution,2
uncertainty resolution shape,2
resolution shape sector,2
shape sector future,2
sector future potential,2
future potential state,2
potential state description,2
state description plausible,2
description plausible divergent,2
plausible divergent potential,2
divergent potential state,2
potential state industry,2
state industry critical,2
industry critical condition,2
early sign state,2
sign state implication,2
state implication mapped,2
implication mapped key,2
mapped key ecosystem,2
ecosystem stakeholder finding,2
stakeholder finding uncertainty,2
financial institution member,2
institution member sector,2
member sector ecosystem,2
sector ecosystem conclusion,2
ecosystem conclusion tracker,2
conclusion tracker illustrates,2
tracker illustrates reader,2
illustrates reader position,2
reader position sector,2
position sector deep,2
deep dive sector,2
dive sector deep,2
deep dive organized,2
dive organized common,2
organized common structure,2
common structure context,2
structure context sector,2
context sector innovation,2
sector innovation analysis,2
innovation analysis key,2
analysis key trend,2
key trend uncertainty,2
trend uncertainty potential,2
uncertainty potential state,2
potential state illustrating,2
state illustrating evolution,2
illustrating evolution sector,2
evolution sector coming,2
sector coming year,2
coming year payment,2
year payment economic,2
forum payment greatly,2
payment greatly evolved,2
path forward payment,2
forward payment introduction,2
payment introduction finding,2
rapid change payment,2
payment landscape global,2
landscape global entry,2
innovative force raised,2
force raised fundamental,2
raised fundamental question,2
fundamental question future,2
question future payment,2
future payment circa,2
payment circa major,2
force impacting payment,2
impacting payment alternative,2
payment alternative payment,2
alternative payment railsmobile,2
payment railsmobile payment,2
railsmobile payment seamless,2
payment seamless payment,2
seamless payment launch,2
payment launch apple,2
launch apple pay,2
apple pay opened,2
pay opened developed,2
opened developed potential,2
developed potential mobile,2
potential mobile payment,2
mobile payment interest,2
payment interest grew,2
interest grew potential,2
grew potential application,2
potential application alternative,2
application alternative currency,2
currency bitcoin uber,2
bitcoin uber familiarized,2
uber familiarized user,2
familiarized user payment,2
user payment experience,2
payment experience moment,2
experience moment payment,2
moment payment circa,2
payment circa big,2
future payment dominant,2
payment dominant form,2
dominant form factor,2
form factor payment,2
factor payment change,2
payment change incumbent,2
change incumbent payment,2
incumbent payment network,2
payment network respond,2
network respond entrant,2
respond entrant payment,2
entrant payment infrastructure,2
payment infrastructure role,2
infrastructure role payment,2
role payment play,2
payment play broader,2
play broader suite,2
broader suite offering,2
suite offering financial,2
financial institution rise,2
institution rise multinationals,2
rise multinationals apple,2
multinationals apple pay,2
apple pay lead,2
pay lead global,2
lead global payment,2
global payment convergence,2
payment convergence note,2
convergence note purpose,2
purpose distinguishing online,2
distinguishing online person,2
online person brick,2
person brick mortar,2
mortar shopping instance,2
shopping instance retail,2
instance retail refer,2
retail refer brick,2
refer brick mortar,2
mortar shopping payment,2
shopping payment continued,2
payment continued migration,2
continued migration digital,2
migration digital channel,2
digital channel face,2
channel face geographically,2
face geographically varied,2
geographically varied adoption,2
varied adoption mobile,2
mobile payment declining,2
payment declining profitability,2
declining profitability disruption,2
profitability disruption occur,2
disruption occurred payment,2
occurred payment continued,2
channel payment business,2
regulatory environment regional,2
environment regional distinction,2
environment diverge mobile,2
diverge mobile payment,2
limiting adoption customer,2
adoption customer acceptance,2
remains existent finding,2
existent finding uncertainty,2
conclusion payment overview,2
payment overview finding,2
overview finding payment,2
finding payment continued,2
channel payment finding,2
payment finding global,2
finding global shift,2
global shift commerce,2
shift commerce pattern,2
commerce pattern person,2
pattern person online,2
person online payment,2
online payment volume,2
payment volume channel,2
volume channel naturally,2
channel naturally shifted,2
naturally shifted cash,2
shifted cash simple,2
cash simple frictionless,2
simple frictionless solution,2
frictionless solution operated,2
solution operated large,2
operated large tech,2
tech firm supporting,2
firm supporting evidence,2
evidence global online,2
global online shopping,2
shopping market growing,2
market growing expense,2
growing expense person,2
expense person shopping,2
person shopping online,2
shopping online based,2
online based cashless,2
based cashless solution,2
cashless solution dominate,2
solution dominate transaction,2
dominate transaction landscape,2
transaction landscape dominance,2
landscape dominance online,2
dominance online sale,2
online sale emerging,2
sale emerging economy,2
emerging economy ubiquity,2
economy ubiquity mobile,2
ubiquity mobile phone,2
mobile phone combined,2
phone combined lack,2
combined lack development,2
lack development traditional,2
development traditional financial,2
traditional financial solution,2
financial solution driving,2
solution driving development,2
driving development technologically,2
development technologically advanced,2
technologically advanced mobile,2
advanced mobile based,2
based solution payment,2
solution payment increase,2
payment increase mobile,2
increase mobile connectedness,2
mobile connectedness large,2
connectedness large tech,2
tech firm driving,2
firm driving development,2
driving development online,2
development online payment,2
payment platform commerce,2
platform commerce causing,2
commerce causing payment,2
causing payment visible,2
payment visible customer,2
visible customer action,2
customer action logging,2
action logging online,2
logging online platform,2
online platform sufficient,2
platform sufficient enable,2
sufficient enable transaction,2
enable transaction actual,2
transaction actual payment,2
actual payment detail,2
payment detail stored,2
detail stored background,2
stored background growing,2
background growing role,2
growing role online,2
role online platform,2
online platform efindings,2
platform efindings uncertainty,2
study payment continued,2
mobile channel continued,2
channel continued payment,2
quantitative evidence amazon,2
evidence amazon online,2
amazon online store,2
online store growth,2
store growth represented,2
growth represented commerce,2
represented commerce growth,2
commerce growth driven,2
growth driven success,2
driven success amazon,2
success amazon prime,2
amazon prime subscriber,2
prime subscriber amazon,2
subscriber amazon creating,2
amazon creating ecosystem,2
creating ecosystem click,2
ecosystem click payment,2
click payment service,2
payment service rolling,2
service rolling merchant,2
rolling merchant direct,2
merchant direct competition,2
direct competition paypal,2
competition paypal example,2
paypal example dominant,2
example dominant online,2
dominant online payment,2
online payment processor,2
payment processor amazon,2
processor amazon stripe,2
amazon stripe expand,2
stripe expand person,2
expand person retail,2
person retail achieve,2
retail achieve scale,2
achieve scale card,2
scale card network,2
card network react,2
network react rising,2
react rising large,2
rising large tech,2
large tech online,2
tech online payment,2
online payment emerging,2
payment emerging market,2
emerging market incumbent,2
market incumbent enter,2
incumbent enter overcome,2
enter overcome locally,2
overcome locally built,2
locally built solution,2
built solution growth,2
solution growth online,2
growth online payment,2
payment platform growth,2
platform growth china,2
growth china person,2
china person retail,2
person retail shopping,2
retail shopping market,2
shopping market slowed,2
market slowed november,2
slowed november lowest,2
november lowest level,2
lowest level growth,2
level growth decade,2
growth decade customer,2
decade customer shifted,2
customer shifted shopping,2
shifted shopping retail,2
shopping retail online,2
retail online channel,2
online channel sale,2
channel sale single,2
sale single day,2
single day represents,2
day represents biggest,2
represents biggest day,2
biggest day sale,2
day sale china,2
sale china online,2
china online shopping,2
shopping market grew,2
market grew shift,2
grew shift online,2
shift online sale,2
online sale shift,2
sale shift retail,2
shift retail online,2
retail online shopping,2
online shopping source,2
shopping source slice,2
source slice intelligence,2
slice intelligence cnbc,2
intelligence cnbc fortune,2
cnbc fortune key,2
fortune key uncertainty,2
key uncertainty efindings,2
uncertainty efindings uncertainty,2
statesintroduction conclusion incompatibility,2
conclusion incompatibility cash,2
incompatibility cash digital,2
cash digital marketplace,2
digital marketplace payment,2
marketplace payment continue,2
payment continue move,2
continue move cashless,2
move cashless solution,2
cashless solution change,2
solution change black,2
change black friday,2
black friday shopper,2
friday shopper channel,2
shopper channel online,2
channel online person,2
online person payment,2
person payment business,2
regulatory environment payment,2
environment payment finding,2
payment finding jurisdiction,2
finding jurisdiction including,2
jurisdiction including europe,2
including europe canada,2
europe canada australia,2
canada australia passed,2
australia passed passing,2
passed passing legislation,2
passing legislation limiting,2
legislation limiting fee,2
limiting fee charged,2
fee charged transaction,2
charged transaction limiting,2
transaction limiting profitability,2
limiting profitability intermediary,2
profitability intermediary europe,2
intermediary europe implementing,2
europe implementing interchange,2
implementing interchange fee,2
fee regulation ifr,2
regulation ifr weakening,2
ifr weakening honour,2
weakening honour card,2
card rule forbid,2
rule forbid merchant,2
forbid merchant selective,2
card acceptance making,2
acceptance making high,2
making high fee,2
high fee credit,2
fee credit card,2
credit card unattractive,2
card unattractive merchant,2
unattractive merchant accept,2
merchant accept revolver,2
accept revolver customer,2
revolver customer credit,2
customer credit card,2
credit card short,2
card short term,2
short term loan,2
term loan high,2
loan high interest,2
interest rate major,2
rate major source,2
major source card,2
source card profit,2
card profit market,2
profit market facing,2
market facing serious,2
facing serious pressure,2
serious pressure increase,2
pressure increase alternative,2
increase alternative lender,2
alternative lender target,2
lender target customer,2
target customer offer,2
customer offer attractive,2
offer attractive interest,2
attractive interest rate,2
interest rate increasing,2
rate increasing competition,2
increasing competition coupled,2
competition coupled regulatory,2
coupled regulatory force,2
regulatory force rise,2
force rise solution,2
rise solution top,2
solution top traditional,2
top traditional ecosystem,2
traditional ecosystem payment,2
ecosystem payment profitability,2
payment profitability decline,2
profitability decline future,2
decline future development,2
future development national,2
development national level,2
payment scheme lead,2
scheme lead decrease,2
lead decrease revenue,2
decrease revenue payment,2
revenue payment source,2
payment source wire,2
source wire transfer,2
wire transfer cheque,2
transfer cheque customer,2
cheque customer move,2
customer move platform,2
move platform national,2
platform national level,2
payment scheme exist,2
scheme exist fee,2
exist fee consumer,2
fee consumer existent,2
consumer existent conditioning,2
existent conditioning customer,2
conditioning customer expect,2
customer expect low,2
expect low fee,2
low fee payment,2
fee payment transaction,2
payment transaction supporting,2
transaction supporting evidence,2
supporting evidence technologically,2
evidence technologically advanced,2
technologically advanced fintechs,2
advanced fintechs moving,2
fintechs moving retail,2
moving retail area,2
retail area lowering,2
area lowering revenue,2
lowering revenue financial,2
revenue financial institution,2
financial institution earn,2
institution earn foreign,2
earn foreign exchange,2
foreign exchange bank,2
exchange bank decided,2
bank decided partner,2
decided partner fintech,2
partner fintech solution,2
fintech solution offer,2
solution offer service,2
offer service operating,2
service operating forgoing,2
operating forgoing income,2
forgoing income entirely,2
income entirely faster,2
entirely faster payment,2
payment scheme interchange,2
scheme interchange cap,2
interchange cap eroding,2
cap eroding lending,2
eroding lending revenue,2
lending revenue foreign,2
revenue foreign exchange,2
foreign exchange solution,2
exchange solution efindings,2
study payment business,2
regulatory environment continued,2
environment continued payment,2
quantitative evidence transferwise,2
evidence transferwise retail,2
transferwise retail platform,2
retail platform originally,2
platform originally branded,2
originally branded alternative,2
branded alternative high,2
alternative high bank,2
high bank fee,2
bank fee year,2
fee year begun,2
year begun work,2
begun work select,2
work select bank,2
select bank expand,2
bank expand customer,2
customer base announced,2
base announced partnership,2
announced partnership germany,2
partnership germany starling,2
germany starling united,2
starling united kingdom,2
united kingdom lhv,2
kingdom lhv estonia,2
lhv estonia country,2
estonia country largest,2
country largest local,2
largest local bank,2
local bank solution,2
bank solution lending,2
solution lending club,2
lending club well,2
club well competitor,2
well competitor alternative,2
competitor alternative lending,2
alternative lending sector,2
lending sector long,2
sector long advertised,2
long advertised revolving,2
advertised revolving credit,2
revolving credit market,2
credit market highlighting,2
market highlighting lower,2
highlighting lower interest,2
interest rate absence,2
rate absence additional,2
absence additional fee,2
additional fee ability,2
fee ability raise,2
ability raise credit,2
raise credit score,2
credit score lending,2
score lending club,2
lending club claim,2
club claim converted,2
claim converted revolver,2
converted revolver fintech,2
revolver fintech competing,2
fintech competing lending,2
competing lending visa,2
lending visa amex,2
visa amex declining,2
amex declining credit,2
declining credit card,2
credit card average,2
card average merchant,2
average merchant fee,2
merchant fee source,2
fee source lendingclub,2
source lendingclub finder,2
lendingclub finder card,2
finder card part,2
card part payment,2
part payment ecosystem,2
payment ecosystem fee,2
ecosystem fee decrease,2
fee decrease bank,2
decrease bank payment,2
bank payment provider,2
payment provider generate,2
provider generate alternative,2
generate alternative form,2
alternative form revenue,2
form revenue faster,2
revenue faster payment,2
scheme traditional solution,2
traditional solution compete,2
solution compete partner,2
compete partner fintech,2
partner fintech enabled,2
fintech enabled solution,2
enabled solution efindings,2
key uncertainty decline,2
uncertainty decline payment,2
decline payment profitability,2
payment profitability force,2
profitability force incumbent,2
force incumbent including,2
incumbent including payment,2
including payment data,2
payment data bridge,2
data bridge profit,2
bridge profit gap,2
profit gap evolution,2
gap evolution credit,2
evolution credit card,2
card fee australia,2
fee australia regional,2
australia regional distinction,2
environment diverge payment,2
diverge payment finding,2
payment finding country,2
finding country modern,2
payment system benefitted,2
system benefitted greatly,2
benefitted greatly mobile,2
greatly mobile payment,2
mobile payment technology,2
payment technology benefit,2
technology benefit marginal,2
benefit marginal country,2
marginal country modern,2
system result adoption,2
result adoption differed,2
adoption differed considerably,2
differed considerably region,2
considerably region depending,2
region depending degree,2
depending degree unmet,2
degree unmet payment,2
unmet payment technology,2
payment technology ubiquitous,2
technology ubiquitous greatly,2
ubiquitous greatly adoption,2
greatly adoption payment,2
adoption payment solution,2
solution adoption mobile,2
payment solution higher,2
solution higher africa,2
higher africa asia,2
africa asia merchant,2
asia merchant supported,2
merchant supported technology,2
supported technology compared,2
technology compared united,2
compared united state,2
united state merchant,2
state merchant resisted,2
merchant resisted adoption,2
resisted adoption standardized,2
adoption standardized global,2
standardized global payment,2
global payment system,2
payment system remain,2
system remain elusive,2
remain elusive location,2
elusive location specific,2
location specific pain,2
specific pain point,2
pain point regulation,2
point regulation lead,2
regulation lead localized,2
lead localized improvement,2
localized improvement payment,2
improvement payment system,2
payment system coming,2
system coming roll,2
coming roll psd,2
roll psd advance,2
psd advance development,2
advance development payment,2
development payment scheme,2
payment scheme europe,2
scheme europe jurisdiction,2
europe jurisdiction adopt,2
jurisdiction adopt legislation,2
adopt legislation australia,2
legislation australia highly,2
australia highly change,2
highly change european,2
change european payment,2
european payment influence,2
payment influence regulation,2
influence regulation market,2
regulation market supporting,2
supporting evidence country,2
evidence country embrace,2
country embrace demonetization,2
embrace demonetization force,2
demonetization force adoption,2
force adoption mobile,2
based solution needed,2
solution needed critical,2
needed critical mass,2
critical mass succeed,2
mass succeed critical,2
succeed critical mass,2
critical mass long,2
mass long time,2
long time coming,2
time coming country,2
coming country regulator,2
country regulator innovation,2
regulator innovation driver,2
innovation driver open,2
driver open payment,2
open payment regulation,2
payment regulation level,2
regulation level unmet,2
level unmet ubiquity,2
unmet ubiquity technology,2
ubiquity technology demonetization,2
technology demonetization efindings,2
demonetization efindings uncertainty,2
case study regional,2
study regional distinction,2
environment diverge continued,2
diverge continued payment,2
quantitative evidence india,2
evidence india demonetization,2
india demonetization rupee,2
demonetization rupee note,2
rupee note led,2
note led mass,2
led mass adoption,2
mass adoption mobile,2
mobile wallet record,2
wallet record time,2
record time compound,2
time compound annual,2
compound annual growth,2
annual growth rate,2
growth rate cagr,2
rate cagr expected,2
cagr expected reach,2
expected reach share,2
reach share total,2
share total transaction,2
total transaction expected,2
transaction expected reach,2
expected reach demonetization,2
reach demonetization indian,2
demonetization indian government,2
indian government payment,2
government payment experience,2
payment experience differ,2
experience differ market,2
differ market canada,2
market canada regulation,2
canada regulation drove,2
regulation drove earlier,2
drove earlier adoption,2
earlier adoption emv,2
adoption emv smart,2
emv smart chip,2
smart chip card,2
chip card compared,2
card compared united,2
compared united sates,2
united sates retailer,2
sates retailer pressure,2
retailer pressure slowed,2
pressure slowed roll,2
slowed roll result,2
roll result point,2
result point sale,2
point sale transaction,2
sale transaction emv,2
transaction emv compared,2
emv compared canada,2
compared canada market,2
canada market adoption,2
market adoption rate,2
adoption rate varying,2
rate varying cash,2
varying cash country,2
cash country source,2
country source technavio,2
source technavio tsys,2
technavio tsys international,2
tsys international journal,2
central banking incumbent,2
banking incumbent regulator,2
incumbent regulator encourage,2
regulator encourage ubiquitous,2
encourage ubiquitous technological,2
ubiquitous technological solution,2
technological solution demonetization,2
solution demonetization scheme,2
demonetization scheme catch,2
scheme catch part,2
catch part diverging,2
part diverging payment,2
diverging payment ecosystem,2
payment ecosystem affect,2
ecosystem affect online,2
affect online transaction,2
online transaction efindings,2
transaction efindings uncertainty,2
key uncertainty regionalization,2
uncertainty regionalization payment,2
regionalization payment ecosystem,2
payment ecosystem accelerate,2
ecosystem accelerate legislation,2
accelerate legislation technology,2
legislation technology continue,2
technology continue diverge,2
continue diverge australia,2
diverge australia france,2
australia france germany,2
france germany transaction,2
germany transaction type,2
transaction type country,2
type country cash,2
country cash card,2
cash card key,2
key change coming,2
change coming application,2
coming application european,2
application european union,2
directive psd january,2
psd january greatly,2
january greatly shift,2
greatly shift payment,2
shift payment landscape,2
payment landscape europe,2
landscape europe payment,2
europe payment note,2
payment note psd,2
note psd payment,2
psd payment psd,2
payment psd represents,2
psd represents host,2
represents host change,2
host change original,2
change original payment,2
original payment service,2
directive psd passed,2
psd passed focusing,2
passed focusing broad,2
focusing broad theme,2
broad theme market,2
theme market efficiency,2
market efficiency consumer,2
efficiency consumer protection,2
consumer protection competition,2
protection competition choice,2
competition choice security,2
choice security main,2
security main change,2
main change original,2
change original psd,2
original psd consists,2
psd consists entity,2
consists entity bank,2
entity bank creating,2
bank creating model,2
creating model simple,2
model simple secure,2
simple secure access,2
secure access payment,2
access payment initiation,2
initiation service account,2
service account service,2
service allow user,2
allow user initiate,2
user initiate payment,2
initiate payment directly,2
payment directly bank,2
bank account merchant,2
account merchant allow,2
merchant allow user,2
allow user authorize,2
user authorize service,2
authorize service access,2
service access bank,2
access bank account,2
bank account concurrently,2
account concurrently european,2
concurrently european union,2
european union rolling,2
union rolling major,2
rolling major payment,2
major payment change,2
payment change ifr,2
change ifr interchange,2
ifr interchange fee,2
fee regulation interchange,2
regulation interchange fee,2
interchange fee capped,2
fee capped transaction,2
capped transaction debit,2
transaction debit credit,2
debit credit honour,2
credit honour card,2
card rule forbidding,2
rule forbidding merchant,2
forbidding merchant selective,2
card acceptance longer,2
acceptance longer applies,2
longer applies card,2
applies card sorted,2
card sorted category,2
sorted category retailer,2
category retailer choose,2
retailer choose category,2
choose category card,2
category card accept,2
card accept payment,2
accept payment initiation,2
initiation service allow,2
service allow merchant,2
allow merchant link,2
merchant link directly,2
link directly customer,2
directly customer bank,2
customer bank account,2
bank account bypassing,2
account bypassing series,2
bypassing series traditional,2
series traditional intermediary,2
traditional intermediary lower,2
lower cost account,2
cost account service,2
service allow service,2
allow service dependent,2
service dependent customer,2
dependent customer info,2
customer info account,2
info account aggregation,2
account aggregation service,2
aggregation service mint,2
service mint yodlee,2
mint yodlee operate,2
yodlee operate bank,2
operate bank account,2
bank account password,2
account password increasing,2
password increasing security,2
increasing security key,2
security key uncertainty,2
key uncertainty psd,2
uncertainty psd implementation,2
psd implementation timeline,2
implementation timeline bank,2
timeline bank react,2
bank react regulator,2
react regulator monitor,2
regulator monitor enforce,2
monitor enforce degree,2
enforce degree institutional,2
degree institutional compliance,2
institutional compliance psd,2
compliance psd differ,2
psd differ country,2
differ country drive,2
country drive innovation,2
drive innovation merchant,2
innovation merchant intermediary,2
merchant intermediary level,2
intermediary level customer,2
level customer adapt,2
customer adapt mobile,2
adapt mobile payment,2
limiting adoption payment,2
adoption payment finding,2
payment finding mobile,2
finding mobile payment,2
payment solution pervasive,2
solution pervasive united,2
pervasive united state,2
united state europe,2
state europe part,2
europe part overwhelming,2
part overwhelming dominance,2
overwhelming dominance card,2
dominance card based,2
card based solution,2
based solution supporting,2
solution supporting evidence,2
evidence customer reluctant,2
customer reluctant method,2
reluctant method payment,2
method payment mobile,2
payment mobile clear,2
mobile clear demonstrated,2
clear demonstrated improvement,2
demonstrated improvement ingrained,2
improvement ingrained behaviour,2
ingrained behaviour improvement,2
behaviour improvement solution,2
improvement solution represents,2
solution represents patience,2
represents patience customer,2
patience customer switching,2
switching cost incremental,2
cost incremental ubiquity,2
incremental ubiquity card,2
ubiquity card based,2
card based technology,2
based technology meant,2
technology meant vendor,2
meant vendor simply,2
vendor simply support,2
simply support mobile,2
support mobile payment,2
mobile payment difficult,2
payment difficult identify,2
difficult identify vendor,2
identify vendor creates,2
vendor creates negative,2
creates negative loop,2
negative loop technology,2
loop technology support,2
technology support customer,2
support customer adopt,2
customer adopt lead,2
adopt lead support,2
lead support lack,2
support lack ecosystem,2
lack ecosystem support,2
ecosystem support card,2
support card based,2
based market lack,2
market lack consistent,2
lack consistent mobile,2
consistent mobile payment,2
mobile payment standard,2
payment standard meaning,2
standard meaning store,2
meaning store accept,2
store accept mobile,2
accept mobile payment,2
mobile payment unclear,2
payment unclear solution,2
unclear solution work,2
solution work work,2
work work clouding,2
work clouding seamless,2
clouding seamless customer,2
customer experience lack,2
experience lack single,2
lack single standard,2
single standard efindings,2
standard efindings uncertainty,2
case study mobile,2
study mobile payment,2
limiting adoption continued,2
adoption continued payment,2
quantitative evidence apple,2
evidence apple pay,2
apple pay grown,2
pay grown introduction,2
grown introduction apple,2
introduction apple chief,2
apple chief executive,2
executive officer tim,2
officer tim cook,2
tim cook announcing,2
cook announcing worldwide,2
announcing worldwide number,2
worldwide number transaction,2
number transaction rose,2
transaction rose year,2
rose year year,2
year year third,2
year third party,2
third party adoption,2
party adoption study,2
adoption study paint,2
study paint mixed,2
paint mixed picture,2
mixed picture decreasing,2
picture decreasing user,2
decreasing user usage,2
user usage frequency,2
usage frequency apple,2
frequency apple pay,2
apple pay launched,2
pay launched gradual,2
launched gradual growth,2
gradual growth low,2
growth low usage,2
low usage currentc,2
usage currentc mobile,2
currentc mobile payment,2
payment app backed,2
app backed retailer,2
backed retailer including,2
retailer including walmart,2
including walmart target,2
walmart target wendy,2
target wendy shut,2
wendy shut mid,2
shut mid result,2
mid result low,2
result low adoption,2
low adoption retailer,2
adoption retailer pulling,2
retailer pulling service,2
pulling service fracture,2
service fracture retailer,2
fracture retailer group,2
retailer group loyalty,2
group loyalty programme,2
loyalty programme well,2
programme well low,2
well low adoption,2
low adoption usage,2
adoption usage ultimately,2
usage ultimately led,2
ultimately led demise,2
led demise apple,2
demise apple pay,2
apple pay user,2
pay user alipay,2
user alipay user,2
alipay user failure,2
user failure retailer,2
failure retailer backed,2
retailer backed solution,2
backed solution source,2
solution source pymnts,2
source pymnts ar,2
pymnts ar technica,2
ar technica forbes,2
technica forbes major,2
forbes major player,2
major player mobile,2
player mobile payment,2
mobile payment convince,2
payment convince customer,2
convince customer switch,2
customer switch card,2
switch card mobile,2
card mobile payment,2
payment solution additional,2
solution additional advantage,2
additional advantage unlocked,2
advantage unlocked successful,2
unlocked successful incumbent,2
successful incumbent emerging,2
incumbent emerging market,2
emerging market enter,2
market enter card,2
enter card based,2
based market efindings,2
market efindings uncertainty,2
key uncertainty mobile,2
uncertainty mobile based,2
based solution demonstrate,2
solution demonstrate sustainable,2
demonstrate sustainable advantage,2
sustainable advantage card,2
advantage card adoption,2
card adoption card,2
adoption card based,2
based market remain,2
market remain gradual,2
remain gradual mobile,2
gradual mobile payment,2
solution adoption market,2
adoption market customer,2
market customer acceptance,2
remains existent payment,2
existent payment finding,2
payment finding concern,2
finding concern inherent,2
concern inherent insecurity,2
inherent insecurity alternative,2
insecurity alternative currency,2
alternative currency transaction,2
currency transaction magnified,2
transaction magnified number,2
magnified number negative,2
number negative shock,2
negative shock including,2
shock including hack,2
including hack freeze,2
